section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [G],acceleration y [G],acceleration z [G],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
79e830f8-b75c-4cc8-bb25-676df177ef77,f39bdac0-a37c-4e3c-be41-36b39ef7133a,1702286996496588893,-7.134147,-2.987805,0.0,-0.068787,-0.980103,-0.376282,7.0151918069384465,89.53799302524067,,,,,
79e830f8-b75c-4cc8-bb25-676df177ef77,f39bdac0-a37c-4e3c-be41-36b39ef7133a,1702286996501528893,-7.134147,-3.231707,0.060976,-0.067322,-0.978821,-0.377319,7.028537835287466,89.07596901433521,,,,,
79e830f8-b75c-4cc8-bb25-676df177ef77,f39bdac0-a37c-4e3c-be41-36b39ef7133a,1702286996506468893,-7.195122,-3.536585,-0.182927,-0.064392,-0.980347,-0.378296,7.0389956509082765,88.61360622196446,,,,,
79e830f8-b75c-4cc8-bb25-676df177ef77,f39bdac0-a37c-4e3c-be41-36b39ef7133a,1702286996511408893,-7.378049,-3.719512,-0.243902,-0.062012,-0.97699,-0.383301,7.04754415323751,88.15035588342448,,,,,
79e830f8-b75c-4cc8-bb25-676df177ef77,f39bdac0-a37c-4e3c-be41-36b39ef7133a,1702286996516348893,-7.621952,-3.902439,-0.365854,-0.064148,-0.978882,-0.386047,7.055962400235444,87.68605669391417,,,,,
79e830f8-b75c-4cc8-bb25-676df177ef77,f39bdac0-a37c-4e3c-be41-36b39ef7133a,1702286996521288893,-7.865854,-3.902439,-0.609756,-0.062012,-0.979797,-0.388367,7.063311369998871,87.2206167629833,,,,,
79e830f8-b75c-4cc8-bb25-676df177ef77,f39bdac0-a37c-4e3c-be41-36b39ef7133a,1702286996526228893,-7.987805,-3.902439,-0.792683,-0.065979,-0.977234,-0.392761,7.072284935760763,86.75483531056017,,,,,
79e830f8-b75c-4cc8-bb25-676df177ef77,f39bdac0-a37c-4e3c-be41-36b39ef7133a,1702286996531168893,-8.231708,-3.902439,-1.036585,-0.069275,-0.977661,-0.396973,7.082474589964676,86.28811206487603,,,,,
79e830f8-b75c-4cc8-bb25-676df177ef77,f39bdac0-a37c-4e3c-be41-36b39ef7133a,1702286996536108893,-8.536586,-3.719512,-1.280488,-0.068726,-0.976318,-0.402344,7.093177233693922,85.8200587454686,,,,,
79e830f8-b75c-4cc8-bb25-676df177ef77,f39bdac0-a37c-4e3c-be41-36b39ef7133a,1702286996541048893,-8.719512,-3.597561,-1.402439,-0.061951,-0.975525,-0.403442,7.10147599921379,85.35112778819166,,,,,
